epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
1,228.5193634033203,228.5193634033203,152.79615783691406,152.79615783691406
2,177.05970764160156,177.05970764160156,334.0178527832031,334.0178527832031
3,137.48141479492188,137.48141479492188,412.0499572753906,412.0499572753906
4,176.01060485839844,176.01060485839844,176.11727905273438,176.11727905273438
5,112.13883972167969,112.13883972167969,176.3396453857422,176.3396453857422
6,96.65681457519531,96.65681457519531,135.48883056640625,135.48883056640625
7,98.3536605834961,98.3536605834961,117.66259002685547,117.66259002685547
8,95.44169616699219,95.44169616699219,95.1474609375,95.1474609375
9,83.54979705810547,83.54979705810547,85.62285614013672,85.62285614013672
10,83.53988647460938,83.53988647460938,94.07965850830078,94.07965850830078
11,79.29207611083984,79.29207611083984,91.21847534179688,91.21847534179688
12,79.53370666503906,79.53370666503906,90.14884185791016,90.14884185791016
13,71.61754608154297,71.61754608154297,89.25662231445312,89.25662231445312
14,75.45698547363281,75.45698547363281,91.65008544921875,91.65008544921875
15,80.77887725830078,80.77887725830078,92.24352264404297,92.24352264404297
16,73.4843978881836,73.4843978881836,87.67562866210938,87.67562866210938
17,79.18828582763672,79.18828582763672,88.38314819335938,88.38314819335938
18,74.99571990966797,74.99571990966797,92.38939666748047,92.38939666748047
19,71.78163146972656,71.78163146972656,88.59961700439453,88.59961700439453
20,72.54100799560547,72.54100799560547,92.14886474609375,92.14886474609375
21,70.10598754882812,70.10598754882812,85.70747375488281,85.70747375488281
22,72.2686996459961,72.2686996459961,84.66809844970703,84.66809844970703
23,70.28419494628906,70.28419494628906,91.84126281738281,91.84126281738281
24,69.44294738769531,69.44294738769531,93.50775909423828,93.50775909423828
25,68.42861938476562,68.42861938476562,87.60574340820312,87.60574340820312
26,66.91184997558594,66.91184997558594,89.17353057861328,89.17353057861328
27,67.10795593261719,67.10795593261719,87.35279083251953,87.35279083251953
28,68.98485565185547,68.98485565185547,88.608154296875,88.608154296875
29,67.8385009765625,67.8385009765625,87.00591278076172,87.00591278076172
30,67.36866760253906,67.36866760253906,86.75643920898438,86.75643920898438
31,67.65422058105469,67.65422058105469,90.22920227050781,90.22920227050781
32,67.85823059082031,67.85823059082031,89.66473388671875,89.66473388671875
33,69.17987060546875,69.17987060546875,87.59970092773438,87.59970092773438
34,67.46983337402344,67.46983337402344,86.46195220947266,86.46195220947266
35,70.24942779541016,70.24942779541016,86.96563720703125,86.96563720703125
36,67.42990112304688,67.42990112304688,85.24588012695312,85.24588012695312
37,67.2103271484375,67.2103271484375,88.17798614501953,88.17798614501953
38,67.54222106933594,67.54222106933594,88.63727569580078,88.63727569580078
