epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
50,39.27992630004883,39.27992630004883,51.16270446777344,51.16270446777344
51,39.35253143310547,39.35253143310547,47.57801818847656,47.57801818847656
52,39.43564987182617,39.43564987182617,59.59894943237305,59.59894943237305
53,39.36794662475586,39.36794662475586,48.08193588256836,48.08193588256836
54,38.4186897277832,38.4186897277832,54.17338562011719,54.17338562011719
55,38.71888732910156,38.71888732910156,50.51335144042969,50.51335144042969
56,39.674137115478516,39.674137115478516,51.95981979370117,51.95981979370117
57,39.27369689941406,39.27369689941406,51.08815002441406,51.08815002441406
58,39.25175094604492,39.25175094604492,42.59685516357422,42.59685516357422
59,39.316490173339844,39.316490173339844,48.94295120239258,48.94295120239258
60,38.367088317871094,38.367088317871094,47.03008270263672,47.03008270263672
61,38.68773651123047,38.68773651123047,43.85785675048828,43.85785675048828
62,39.231407165527344,39.231407165527344,50.73324966430664,50.73324966430664
63,38.903079986572266,38.903079986572266,50.74882125854492,50.74882125854492
64,38.24993133544922,38.24993133544922,44.94394302368164,44.94394302368164
65,40.644500732421875,40.644500732421875,47.31232452392578,47.31232452392578
66,38.76845169067383,38.76845169067383,47.029422760009766,47.029422760009766
67,38.32210159301758,38.32210159301758,41.25440216064453,41.25440216064453
68,39.44734191894531,39.44734191894531,42.12617111206055,42.12617111206055
69,38.50019454956055,38.50019454956055,52.60831832885742,52.60831832885742
70,37.631500244140625,37.631500244140625,48.14107131958008,48.14107131958008
71,38.845760345458984,38.845760345458984,46.87841033935547,46.87841033935547
72,38.18376541137695,38.18376541137695,47.22905349731445,47.22905349731445
73,39.615577697753906,39.615577697753906,53.45052719116211,53.45052719116211
74,37.654300689697266,37.654300689697266,48.21067810058594,48.21067810058594
75,38.790618896484375,38.790618896484375,49.901607513427734,49.901607513427734
76,37.89325714111328,37.89325714111328,51.25157165527344,51.25157165527344
77,37.629146575927734,37.629146575927734,45.60795974731445,45.60795974731445
78,38.07845687866211,38.07845687866211,53.58251190185547,53.58251190185547
79,39.59947967529297,39.59947967529297,45.80414962768555,45.80414962768555
80,38.23813247680664,38.23813247680664,55.29517364501953,55.29517364501953
81,37.983882904052734,37.983882904052734,47.462745666503906,47.462745666503906
82,38.47407150268555,38.47407150268555,46.41880798339844,46.41880798339844
83,38.20457077026367,38.20457077026367,46.807010650634766,46.807010650634766
84,37.97828674316406,37.97828674316406,40.47578048706055,40.47578048706055
85,38.61675262451172,38.61675262451172,42.89162826538086,42.891632080078125
86,37.43656921386719,37.43656921386719,48.14635467529297,48.14635467529297
87,37.54700469970703,37.54700469970703,45.54148483276367,45.54148483276367
88,37.05025100708008,37.05025100708008,43.27939224243164,43.27939224243164
89,37.696632385253906,37.696632385253906,54.05305862426758,54.05305862426758
90,37.705535888671875,37.705535888671875,52.789974212646484,52.789974212646484
91,38.60343551635742,38.60343551635742,53.542903900146484,53.542903900146484
92,37.94501876831055,37.94501876831055,47.357269287109375,47.357269287109375
93,37.792442321777344,37.792442321777344,50.61540603637695,50.61540603637695
94,38.43583679199219,38.43583679199219,45.18111038208008,45.18111038208008
95,38.10124206542969,38.10124206542969,46.50489044189453,46.50489044189453
96,37.777652740478516,37.777652740478516,42.17612075805664,42.17612075805664
97,38.007164001464844,38.007164001464844,49.84769821166992,49.84769821166992
98,37.621238708496094,37.621238708496094,52.86936950683594,52.86936950683594
99,37.672183990478516,37.672183990478516,43.14789581298828,43.14789581298828
100,37.71253967285156,37.71253967285156,47.08658981323242,47.08658981323242
101,38.810977935791016,38.810977935791016,44.540592193603516,44.540592193603516
102,37.41546630859375,37.41546630859375,43.457176208496094,43.457176208496094
103,38.296051025390625,38.296051025390625,48.87248992919922,48.87248992919922
104,38.41299819946289,38.41299819946289,46.64744186401367,46.647438049316406
105,37.740631103515625,37.740631103515625,59.98854446411133,59.98854446411133
106,37.668434143066406,37.668434143066406,47.026092529296875,47.026092529296875
107,37.420066833496094,37.420066833496094,56.445655822753906,56.445655822753906
108,38.41347885131836,38.41347885131836,66.93409729003906,66.93409729003906
109,38.324039459228516,38.324039459228516,45.44681167602539,45.44681167602539
110,38.403961181640625,38.403961181640625,52.60332489013672,52.60332489013672
111,38.29631423950195,38.29631423950195,49.11040115356445,49.11040115356445
112,37.57595443725586,37.57595443725586,49.26048278808594,49.26048278808594
113,38.17960739135742,38.17960739135742,48.49753189086914,48.49753189086914
114,38.96376037597656,38.96376037597656,49.22291564941406,49.22291564941406
115,38.068634033203125,38.068634033203125,49.88536834716797,49.88536834716797
116,37.58295822143555,37.58295822143555,54.98622512817383,54.98622512817383
117,37.30598831176758,37.30598831176758,46.210304260253906,46.210304260253906
118,37.61289596557617,37.61289596557617,43.37251281738281,43.37251281738281
119,37.68430709838867,37.68430709838867,44.3707275390625,44.3707275390625
120,38.83052444458008,38.83052444458008,49.80720901489258,49.80720901489258
121,37.828582763671875,37.828582763671875,47.791934967041016,47.791934967041016
122,38.198299407958984,38.198299407958984,50.083404541015625,50.083404541015625
123,37.93992233276367,37.93992233276367,41.41102600097656,41.41102600097656
124,37.98906707763672,37.98906707763672,50.98239517211914,50.98239517211914
125,37.480430603027344,37.480430603027344,49.966312408447266,49.966312408447266
126,38.32984924316406,38.32984924316406,52.69425582885742,52.69425582885742
127,38.20072937011719,38.20072937011719,44.176246643066406,44.176246643066406
128,37.02498245239258,37.02498245239258,55.06599807739258,55.06599807739258
129,37.764862060546875,37.764862060546875,53.32380676269531,53.32380676269531
130,38.30426025390625,38.30426025390625,48.92621612548828,48.92621612548828
131,37.668174743652344,37.668174743652344,43.271942138671875,43.271942138671875
132,38.05381774902344,38.05381774902344,51.29829788208008,51.29829788208008
133,38.34382247924805,38.34382247924805,45.259132385253906,45.259132385253906
134,38.73018264770508,38.73018264770508,51.54050064086914,51.54050064086914
135,37.484703063964844,37.484703063964844,49.21513366699219,49.21513366699219
136,37.49943161010742,37.49943161010742,52.69367599487305,52.69367599487305
137,38.081729888916016,38.081729888916016,48.12672424316406,48.12672424316406
138,37.486026763916016,37.486026763916016,51.720279693603516,51.720279693603516
139,38.35395812988281,38.35395812988281,48.574371337890625,48.574371337890625
140,39.4228630065918,39.4228630065918,46.889469146728516,46.889469146728516
141,38.164581298828125,38.164581298828125,42.506717681884766,42.506717681884766
142,37.643470764160156,37.643470764160156,54.01120376586914,54.01120376586914
143,38.11637878417969,38.11637878417969,46.49013137817383,46.49013137817383
144,37.90815734863281,37.90815734863281,55.92990493774414,55.929908752441406
145,38.12445068359375,38.12445068359375,51.62173843383789,51.62173843383789
146,37.966773986816406,37.966773986816406,46.15253829956055,46.15253829956055
147,37.38469314575195,37.38469314575195,47.648990631103516,47.648990631103516
148,37.677101135253906,37.677101135253906,44.70559310913086,44.70559310913086
149,37.60303497314453,37.60303497314453,47.758853912353516,47.758853912353516
150,38.71120834350586,38.71120834350586,51.999237060546875,51.999237060546875
